date,fc,fc_lower,fc_upper,yy,k,j,chosen_param,date_forecast,geo_slice
2023-10-01,120338.4433,120338.4433,120338.4433,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-01-01,120682.00632104832,120507.23330757466,120856.77933452198,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-04-01,121047.66511864784,120586.40457664037,121509.75511688075,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-07-01,121362.54843847157,120558.42520897996,122170.11945186197,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-10-01,121582.36940640693,120402.1014271,122771.10046229135,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-01-01,121747.64698229519,120169.4970470731,123342.0685473993,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-04-01,122053.53991609029,120061.15807372368,124073.06564446895,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-07-01,122211.26817226123,119796.6771305693,124667.06048705897,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-10-01,122337.13955076101,119494.86534490013,125237.94399433203,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-01-01,122449.87667767963,119176.50032734603,125802.43064888143,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-04-01,122542.94730854129,118836.80464787481,126352.25022270478,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-07-01,122624.6879858505,118485.03937630937,126894.82498639372,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-10-01,122690.60425178196,118117.63265288611,127424.73267501734,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-01-01,122751.00970356354,117745.11885740883,127952.07126376168,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-04-01,122797.51423218435,117359.80309600462,128467.73875907698,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-07-01,122838.08068988168,116969.64010744198,128979.70937067957,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-10-01,122874.75910557446,116576.77705285138,129489.93485816145,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-01-01,122906.2470983672,116180.10745781595,129996.90977500571,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-04-01,122936.10207984484,115783.10662866005,130504.27894002282,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-07-01,122954.65888654595,115376.72682519411,131001.72605217532,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-10-01,122981.77713883959,114979.74486727985,131510.25580119662,price,Chicago - IL - Western Kane County,Class C,"1, 0, 1",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2023-10-01,2487.662808008492,2487.662808008492,2487.662808008492,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-01-01,2487.272683923982,2486.289824480086,2488.255543367879,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-04-01,2486.89468017459,2484.9296531139407,2488.860483878025,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-07-01,2486.6513316511814,2483.704717280954,2489.600275633943,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2024-10-01,2486.599805060535,2482.6719561200025,2490.532312862203,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-01-01,2486.610157293964,2481.7010588319135,2491.527021306656,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-04-01,2486.620189520314,2480.730221813814,2492.5218063505786,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-07-01,2486.6266490022667,2479.7562002632753,2493.513407315214,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2025-10-01,2486.6280168696953,2478.77748358437,2494.5002970361943,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-01-01,2486.6277420449114,2477.797515437991,2495.485929702338,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-04-01,2486.6274757166184,2476.8179431817716,2496.4719603406447,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-07-01,2486.627304235671,2475.838852662716,2497.4584758078176,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2026-10-01,2486.6272679227627,2474.860283761465,2498.4455168670265,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-01-01,2486.627275218558,2473.8821450392124,2499.432991838969,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-04-01,2486.627282288798,2472.904392682205,2500.420856869598,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-07-01,2486.6272868411174,2471.9270242582043,2501.409109807821,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2027-10-01,2486.6272878051195,2470.9500385533784,2502.39774972819,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-01-01,2486.627287611437,2469.973437834593,2503.3867792268493,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-04-01,2486.627287423743,2468.9972231064776,2504.376199628367,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-07-01,2486.627287302892,2468.021394276895,2505.3660111485365,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2028-10-01,2486.6272872773006,2467.045951221477,2506.356213970623,ef_r,Chicago - IL - Western Kane County,Class C,"0, 0, 0",2023-10-01,Submarket - Chicago - IL - Western Kane County - Class C
2023-10-01,81794.8438,81794.8438,81794.8438,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-01-01,81740.81144414034,81567.49606169545,81914.12682658524,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-04-01,81803.16340409055,81405.42316795532,82201.85679848229,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-07-01,81958.93399743125,81307.38996591052,82613.90869322815,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-10-01,82141.47947206697,81217.59346102198,83073.15670045133,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-01-01,82258.0577845006,81043.30944951027,83487.22371472839,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-04-01,82360.90576315313,80843.44990388738,83901.8797877317,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-07-01,82452.73884703152,80625.0582128142,84315.63613157166,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-10-01,82526.36253445834,80383.95281834599,84718.35223422614,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-01-01,82578.43456137947,80118.4297109957,85105.10289974685,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-04-01,82615.56122023765,79836.49793335784,85481.10773143529,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-07-01,82638.34957744856,79539.82250430861,85845.91629977176,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-10-01,82647.94963396777,79230.28568919476,86199.93923704834,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-01-01,82652.56351208633,78916.28612636893,86551.18475205103,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-04-01,82646.20870502997,78592.45537894155,86893.03597877768,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-07-01,82634.09195767957,78264.06383402932,87230.63200923479,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-10-01,82614.89958607727,77930.06241787015,87562.3794429742,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-01-01,82592.62378009588,77594.38207277578,87892.33094161589,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-04-01,82563.33511004892,77253.42314437407,88216.20421758902,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-07-01,82533.18428154972,76913.05721441854,88540.44003111262,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-10-01,82501.32793709019,76572.53078291024,88864.09569629701,price,Philadelphia - PA - Salem County,Class C,"1, 0, 0",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2023-10-01,1184.7240651605125,1184.7240651605125,1184.7240651605125,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-01-01,1194.2049397590908,1194.0724928010604,1194.3373867171208,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-04-01,1196.6853522920908,1196.4125806150587,1196.9581550378327,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-07-01,1203.4236504783241,1203.0035437657318,1203.8438549202172,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2024-10-01,1210.1522527086813,1209.5785686722486,1210.7261406555456,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-01-01,1215.6378572176848,1214.9085492640015,1216.3675151851037,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-04-01,1221.6306962819608,1220.7417427235603,1222.5201889780794,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-07-01,1226.6597616685087,1225.6083213222432,1227.7119747605536,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2025-10-01,1231.3153723096705,1230.098730885467,1232.5330661167202,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-01-01,1235.7834921245076,1234.3987886843693,1237.169575619999,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-04-01,1239.8529538318583,1238.2980700309329,1241.409593991904,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-07-01,1243.7387479401566,1242.0116340932354,1245.4680441755795,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2026-10-01,1247.3815118230675,1245.4804292013469,1249.2852532877807,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-01-01,1250.7745874759025,1248.698071248676,1252.8542899138874,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-04-01,1253.9627866416365,1251.709493056573,1256.219845334731,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-07-01,1256.9337180315479,1254.5025088157097,1259.3693231320271,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2027-10-01,1259.7102943292432,1257.1001624919638,1262.325505053033,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-01-01,1262.307597553603,1259.5176569234584,1265.1033525770558,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-04-01,1264.733108289784,1261.762597752506,1267.7102214079866,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-07-01,1267.0010490642512,1263.84930224329,1270.160239498104,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2028-10-01,1269.120249689541,1265.7866932620484,1272.4621437093301,ef_r,Philadelphia - PA - Salem County,Class C,"1, 0, 1",2023-10-01,Submarket - Philadelphia - PA - Salem County - Class C
2023-10-01,97491.0374,97491.0374,97491.0374,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-01-01,96820.9292361766,96696.82693645536,96945.03153589784,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-04-01,96333.15726968888,96005.9738884463,96660.86353095382,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-07-01,95725.7023797929,95152.6737961366,96300.9416140793,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-10-01,95113.75039395725,94268.07118710793,95964.96057431717,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-01-01,94585.24867532017,93452.55285872932,95728.69581243806,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-04-01,94354.22636819053,92923.04269393659,95803.47249683015,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-07-01,94023.79368923236,92288.9122871331,95786.24368087598,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-10-01,93736.98742420078,91693.78026534435,95819.5637701309,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-01-01,93472.29243611527,91117.68345024974,95880.43064297043,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-04-01,93239.44038061975,90571.13724717092,95977.84286782937,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-07-01,93025.05268256298,90041.83720517386,96097.37148960613,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-10-01,92840.96844875955,89541.83138799391,96250.67603374332,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-01-01,92688.7257278391,89072.89659865417,96439.07728539966,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-04-01,92551.7535633451,88619.2401015555,96645.22181542039,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-07-01,92432.53758360291,88183.43804876921,96871.51560922115,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-10-01,92321.40606462667,87756.353513797,97107.74070743386,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-01-01,92229.17835734473,87348.3999054895,97365.14781004874,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-04-01,92148.33300026393,86952.42254717562,97635.83939935126,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-07-01,92072.00038203898,86561.94961573904,97912.53124848883,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-10-01,92010.47769451396,86186.71504704755,98206.11839990539,price,Northern New Jersey - NJ - Pike County,Class C,"1, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2023-10-01,1261.4325706151187,1261.4325706151187,1261.4325706151187,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-01-01,1249.4879248758284,1249.4077918150347,1249.568057936622,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-04-01,1250.3554277124306,1250.1637431219992,1250.5471266048494,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-07-01,1251.7655114961956,1251.4620473795105,1252.0690241437533,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2024-10-01,1251.8097430578694,1251.394589004156,1252.2249998101656,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-01-01,1250.332214719684,1249.8054387217608,1250.8591676911565,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-04-01,1250.4404210128025,1249.8012049361882,1251.079908839695,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-07-01,1250.6161982754086,1249.8644982330502,1251.368285099563,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2025-10-01,1250.6217066263198,1249.7576034714693,1251.4863317996058,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-01-01,1250.4377092151783,1249.4613362336097,1251.4147596115736,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-04-01,1250.4511981426374,1249.3624377286753,1251.5408116701758,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-07-01,1250.4731087642253,1249.271961267872,1251.675305312661,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2026-10-01,1250.4737952952453,1249.1602872719764,1251.7885685286042,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-01-01,1250.4508629430118,1249.0250290794868,1251.878198381992,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-04-01,1250.452544339926,1248.9143706934547,1251.9924761791854,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-07-01,1250.4552754765389,1248.8047705574547,1252.1078154384254,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2027-10-01,1250.455361050617,1248.6925379630075,1252.220516258492,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-01-01,1250.452502601539,1248.5773755806558,1252.3302790452951,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-04-01,1250.452712185997,1248.465287244039,1252.4431240890858,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-07-01,1250.453052619067,1248.3533396105213,1252.556110357979,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2028-10-01,1250.453063285758,1248.2410728024058,1252.668776498583,ef_r,Northern New Jersey - NJ - Pike County,Class C,"0, 0, 1",2023-10-01,Submarket - Northern New Jersey - NJ - Pike County - Class C
2023-10-01,79379.6896,79379.6896,79379.6896,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2024-01-01,79104.68400182847,78818.52641720335,79390.84158645358,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2024-04-01,79659.12169199012,79037.60827073264,80283.05562750249,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2024-07-01,80204.07893673128,79227.25216647807,81188.87468629144,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2024-10-01,79870.6578788088,78539.8594718591,81218.25682053254,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2025-01-01,79202.68140269532,77526.70143785782,80907.47246542227,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2025-04-01,80446.17894835702,78391.65749455905,82545.32374984949,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2025-07-01,80418.60782850056,78008.4372769457,82892.26819359265,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2025-10-01,80387.76553448277,77623.83505245816,83237.36700230767,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2026-01-01,80217.38740470677,77106.34856155033,83439.44116917388,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2026-04-01,80173.52092333029,76713.55852517276,83773.23593394888,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2026-07-01,80089.28380694073,76284.11374690462,84066.16242999374,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2026-10-01,80001.40048823369,75853.51413262261,84356.19481048446,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2027-01-01,79932.6536561039,75443.39739587143,84667.30494841159,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2027-04-01,79842.93719170273,75015.65014139263,84957.28842321764,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2027-07-01,79738.3250085395,74576.23829958044,85232.30816363085,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2027-10-01,79668.00419288392,74171.34355307459,85544.72575916504,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2028-01-01,79633.50308241855,73801.93768177986,85896.68389021176,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
2028-04-01,79485.34725055018,73329.0259821937,86127.48030398671,price,Atlanta - GA - Bartow County,Class C,"1, 0, 0",2023-10-01,Submarket - Atlanta - GA - Bartow County - Class C
