date,fc,fc_lower,fc_upper,yy,k,j,chosen_param,date_forecast,geo_slice
2025-07-01,1419.5538325400044,1406.3633160515647,1432.8502097072358,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2025-10-01,1421.3769917785405,1406.1802605802372,1436.7171848165617,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2026-01-01,1429.4584008004358,1412.1511453137437,1446.953890069357,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2026-04-01,1435.6593740039932,1416.2443236288032,1455.3135714113478,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2026-07-01,1442.4215674827524,1420.8764608681417,1464.2631856491919,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2026-10-01,1445.645616698923,1422.007077380518,1469.6437831964906,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2027-01-01,1452.3015875638853,1426.5000248756185,1478.5332477384814,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2027-04-01,1457.3702062892457,1429.4179162784924,1485.8292604555259,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2027-07-01,1463.3841975306116,1433.2516660246756,1494.1070745112818,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2027-10-01,1467.2887665454978,1435.0054045403426,1500.251959035155,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2028-01-01,1470.3728344641188,1435.9471306332175,1505.574120040654,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2028-04-01,1476.002765580041,1439.3694012965304,1513.5153360681306,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2028-07-01,1481.0059855794336,1442.1676501191116,1520.8336950410437,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2028-10-01,1484.779442798641,1443.7573111296742,1526.9071912438742,ef_r,Washington - DC - Frederick County,Class C,"0, 0, 0",2023-10-01,Submarket - Washington - DC - Frederick County - Class C
2023-10-01,168818.0404,168818.0404,168818.0404,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-01-01,170454.17669210234,170427.55676255855,170480.7966216461,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-04-01,172653.96564893748,172589.07790639,172718.8652386466,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-07-01,174917.88637553045,174802.8244837538,175032.99736104254,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-10-01,176934.10773295214,176759.66328125805,177108.67829029242,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-01-01,178495.8657826543,178256.33090569873,178735.6533602048,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-04-01,179536.94529920383,179229.56007133995,179844.763391072,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-07-01,180084.51342277846,179708.55171678052,180461.14148298098,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-10-01,180226.8219243888,179782.6035258795,180671.99180725144,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-01-01,180080.83250496886,179568.98554517693,180593.96651837308,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-04-01,179764.94685276278,179186.006351573,180345.56024520542,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-07-01,179381.2621704825,178735.53379155273,180029.1000661502,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-10-01,179006.3930278154,178293.9603026495,179721.42338828437,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-01-01,178689.36927462326,177910.14904648092,179471.72735567452,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-04-01,178454.31872170168,177608.1187168708,179304.24935305785,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-07-01,178305.7406312506,177392.30773643617,179223.5498386243,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-10-01,178234.6614710474,177253.72268759809,179220.67545282913,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-01-01,178224.4954552978,177175.7938128994,179279.02457971146,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-04-01,178255.91903293977,177139.24322892,179379.22806392176,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-07-01,178310.44992291712,177125.65442886343,179502.73774961176,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-10-01,178372.69657218756,177119.70971519622,179634.08797670732,price,Northern New Jersey - NJ,Class C,"2, 0, 2",2023-10-01,City - Northern New Jersey - NJ - Class C
2023-10-01,1587.2353513562416,1587.2353513562416,1587.2353513562416,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-01-01,1602.7041374219853,1602.5798797553284,1602.8283950886423,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-04-01,1617.1585616905095,1616.8702958512904,1617.4468527890292,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-07-01,1621.370826003447,1620.9174692986167,1621.824266635087,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2024-10-01,1623.9400357732118,1623.3212093149714,1624.559038458869,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-01-01,1632.003684084347,1631.2045392367506,1632.8031411892994,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-04-01,1639.5028896513456,1638.513996083368,1640.4922792690286,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-07-01,1641.6787042209842,1640.5015878845788,1642.8565429343303,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2025-10-01,1643.0041197629635,1641.6389159569212,1644.3703151662094,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-01-01,1647.1608029568717,1645.6019298690967,1648.7209866356043,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-04-01,1651.0171561819113,1649.2619584215554,1652.7740327958227,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-07-01,1652.1335256852506,1650.184037558054,1654.0851050118204,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2026-10-01,1652.813129365837,1650.6696278034663,1654.9591797436076,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-01-01,1654.943615494989,1652.603328306104,1657.2869589862667,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-04-01,1656.9177225163453,1654.3798776807184,1659.4591792850163,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-07-01,1657.488548856439,1654.7548543073226,1660.226455199305,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2027-10-01,1657.8359312462508,1654.9066441690227,1660.7700758503731,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-01-01,1658.9247189032394,1655.7982752227347,1662.0567150220907,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-04-01,1659.9329517769065,1656.6091361096483,1663.2630620842801,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-07-01,1660.2243187295678,1656.704352060273,1663.7513666593786,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2028-10-01,1660.401603209117,1656.6856818502852,1664.1254385053999,ef_r,Northern New Jersey - NJ,Class C,"0, 0, 1",2023-10-01,City - Northern New Jersey - NJ - Class C
2023-10-01,139963.8365,139963.8365,139963.8365,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-01-01,139822.73849149613,139588.46120985286,140057.0157731394,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-04-01,139588.1775408155,139040.23769170497,140137.17157574178,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-07-01,139410.51459076058,138498.4360428084,140326.5242940271,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-10-01,139083.2060886853,137772.91523231633,140402.70327613846,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-01-01,138776.2356858125,137050.63674262472,140519.00317810004,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-04-01,138660.43286361737,136504.92659643208,140844.00954039412,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-07-01,138465.0944187361,135871.0549006099,141101.200985033,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-10-01,138302.92060857665,135263.04185234176,141402.09598579555,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-01-01,138159.59890105936,134668.23485413252,141730.8322257553,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-04-01,138030.23431753315,134083.3602339961,142080.9632998022,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-07-01,137914.25722298113,133509.0379086743,142450.78066711678,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-10-01,137809.7639668671,132944.31961307052,142837.45999265817,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-01-01,137713.00047861115,132386.30182879095,143236.41564674157,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-04-01,137629.3779699077,131840.74319638018,143652.73425493177,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-07-01,137558.92636983862,131308.04180813464,144086.09205598742,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-10-01,137494.10120592575,130781.2609384914,144528.3336055148,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-01-01,137439.22168213798,130264.7668109221,144983.7446672397,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-04-01,137388.822058794,129753.52972546975,145446.41537872347,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-07-01,137345.33348353268,129250.00016183802,145918.76552881906,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-10-01,137303.51927798585,128749.33877639877,146395.14615997163,price,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2023-10-01,1314.012465175093,1314.012465175093,1314.012465175093,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-01-01,1325.5177563729396,1325.4399019478553,1325.5956107980246,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-04-01,1339.6605010723276,1339.482759826777,1339.838253954708,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-07-01,1341.8026222198935,1341.5140470351703,1342.0912383995728,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2024-10-01,1342.9728865122956,1342.5676011269945,1343.3782630350138,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-01-01,1352.3407232985207,1351.7863053741528,1352.8953213374211,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-04-01,1363.6536873001985,1362.932192028083,1364.3754974601165,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-07-01,1365.557444647455,1364.6627822475969,1366.4526046870003,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2025-10-01,1366.651214333346,1365.578683980746,1367.7244750669536,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-01-01,1374.0628459809775,1372.7906412016914,1375.3360897192886,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-04-01,1382.9377947405724,1381.4532754061192,1384.4237381851656,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-07-01,1384.4953425526255,1382.7984766300767,1386.194087191276,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2026-10-01,1385.4066444371465,1383.4947143393363,1387.320979858214,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-01-01,1391.186049479303,1389.0426958770533,1393.332436417433,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-04-01,1398.0764532584215,1395.6927485923056,1400.4639157689783,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-07-01,1399.3072305753296,1396.6874495377597,1401.93157261757,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2027-10-01,1400.03273250818,1397.1756094526709,1402.8953049779816,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-01-01,1404.5038272228605,1401.396152721605,1407.6179568847674,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-04-01,1409.8217306295187,1406.457010636444,1413.1940191935005,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-07-01,1410.7786916986286,1407.163689682109,1414.4024553484394,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2028-10-01,1411.3445867576738,1407.4789341328417,1415.220286473812,ef_r,Philadelphia - PA,Class C,"1, 0, 0",2023-10-01,City - Philadelphia - PA - Class C
2023-10-01,113620.7402,113620.7402,113620.7402,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-01-01,114181.88788122567,114026.61357508122,114337.16218737012,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-04-01,114738.97740701585,114327.63828163799,115151.01185523966,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-07-01,115209.3904685291,114485.2928527248,115936.42656057533,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-10-01,115485.51883437127,114412.07373233317,116566.31553664406,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-01-01,115679.07404335617,114234.67926446396,117137.78340528965,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-04-01,115963.79724444705,114132.70729536706,117818.97394281787,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-07-01,116142.88224643208,113915.47172215958,118407.12577691358,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-10-01,116304.36490745819,113673.19328482392,118988.21881964689,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-01-01,116449.09746882094,113408.83909109789,119561.07829680429,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-04-01,116576.06839353585,113123.1000982783,120123.04633130813,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-07-01,116686.61511143546,112818.61168794137,120674.1966752335,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-10-01,116781.19232995047,112496.84563421579,121213.98586318095,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-01-01,116869.25219496225,112167.72270543998,121751.41672696022,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-04-01,116947.29337374846,111828.43402921186,122282.29711446246,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-07-01,117015.51489939114,111479.63752643012,122806.3669838661,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-10-01,117073.51746756765,111121.32846547889,123322.82751247055,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-01-01,117125.58146729211,110757.8817404392,123835.86820753428,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-04-01,117172.90290499777,110390.64410521911,124346.53335085318,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-07-01,117213.62289281024,110018.02890964081,124852.68152879512,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-10-01,117254.02081809125,109646.08510618261,125360.83911787407,price,Dallas-Fort Worth - TX,Class C,"1, 0, 1",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2023-10-01,1097.5892642592269,1097.5892642592269,1097.5892642592269,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-01-01,1094.9478347748038,1093.9969685552958,1095.8987009943116,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-04-01,1093.857662809957,1091.7301515364875,1095.9872211315799,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-07-01,1090.6591461648027,1087.2550729337108,1094.0702625151953,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2024-10-01,1086.575313742372,1081.8517848225904,1091.3142099869854,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-01-01,1084.3078210974163,1078.133954918942,1090.5097941339613,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-04-01,1083.003195406097,1075.3135783545301,1090.7383699864506,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-07-01,1081.7259139955784,1072.4905280182352,1091.029107081351,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2025-10-01,1079.8623837228558,1069.0731569262778,1090.746434808821,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-01-01,1078.6601732966642,1066.2901918815476,1091.157163520816,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-04-01,1078.1556040587325,1064.1877966005015,1092.2877587865235,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-07-01,1077.3429766867032,1061.777167752076,1093.1154823610996,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2026-10-01,1076.4454765289984,1059.2833828574253,1093.8615917657526,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-01-01,1075.9046686453878,1057.1405395369916,1094.9752684300197,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-04-01,1075.6580245302018,1055.2879903385324,1096.3920879330592,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-07-01,1075.4162575075743,1053.4418949545716,1097.817235331622,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2027-10-01,1075.1812057318507,1051.6047282994502,1099.2518952300643,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-01-01,1075.0142583938843,1049.8364570377132,1100.758915343542,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-04-01,1074.765889376085,1047.9911473045693,1102.1850980554063,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-07-01,1074.5111429292667,1046.142550525112,1103.6067989090443,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2028-10-01,1074.3109715099317,1044.3501509585324,1105.0864710255594,ef_r,Dallas-Fort Worth - TX,Class C,"1, 0, 0",2023-10-01,City - Dallas-Fort Worth - TX - Class C
2023-10-01,361629.8913,361629.8913,361629.8913,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2024-01-01,370355.78168709006,369592.5537014131,371119.009672767,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2024-04-01,378385.8895351938,376588.6872351113,380187.2939108224,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2024-07-01,385368.2938508786,382360.89890421444,388391.2158663494,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2024-10-01,393183.01896213036,388829.02557780355,397573.13002747134,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2025-01-01,399845.2269762302,394012.4988026949,405746.27997141494,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2025-04-01,406130.21374441334,398716.6699149712,413657.50309833314,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2025-07-01,411150.7036545153,402093.8440513027,420380.85957792914,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2025-10-01,415729.03693292435,404975.6181193954,426730.25371895684,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2026-01-01,419606.636902327,407121.7096213792,432429.299327851,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2026-04-01,422899.3379781826,408659.83143102156,437582.2083872771,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2026-07-01,425665.70566310536,409658.4908589029,442237.6995114084,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2026-10-01,428060.5985554009,410276.497357002,446546.8058225994,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2027-01-01,430078.2266164874,410515.0375608828,450496.70010553475,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2027-04-01,431795.3941355911,410453.7227703867,454161.37074704235,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2027-07-01,433245.66232540953,410129.3071241605,457571.10945544764,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
2027-10-01,434465.2799805185,409580.174132612,460759.9546042924,price,East Bay - CA - Fremont/Newark ,Class C,"1, 0, 0",2023-10-01,Submarket - East Bay - CA - Fremont/Newark  - Class C
